op_id,worker_id,operation,start_ns,end_ns,latency_ms,status,attempt_count,leader_before,leader_after,error
178,1,42,1777151376917770000,1777151376923055000,5.285,OK,1,localhost:52052,localhost:52052,
176,3,44,1777151376917734000,1777151376923061000,5.327,OK,1,localhost:52052,localhost:52052,
182,2,49,1777151376944078000,1777151376944285000,0.207,OK,1,localhost:52052,localhost:52052,
179,3,45,1777151376944029000,1777151376944297000,0.268,OK,1,localhost:52052,localhost:52052,
180,4,45,1777151376944028000,1777151376944299000,0.271,OK,1,localhost:52052,localhost:52052,
181,1,43,1777151376944071000,1777151376944310000,0.239,OK,1,localhost:52052,localhost:52052,
184,4,46,1777151376964543000,1777151376965872000,1.329,OK,1,localhost:52052,localhost:52052,
186,3,46,1777151376964574000,1777151376965890000,1.316,OK,1,localhost:52052,localhost:52052,
185,2,50,1777151376964569000,1777151376965928000,1.359,OK,1,localhost:52052,localhost:52052,
183,1,44,1777151376964478000,1777151376965935000,1.457,OK,1,localhost:52052,localhost:52052,
188,3,47,1777151376987022000,1777151376987326000,0.304,OK,1,localhost:52052,localhost:52052,
187,1,45,1777151376986977000,1777151376987331000,0.354,OK,1,localhost:52052,localhost:52052,
189,4,47,1777151376987051000,1777151376987340000,0.289,OK,1,localhost:52052,localhost:52052,
191,4,48,1777151377007591000,1777151377007840000,0.249,OK,1,localhost:52052,localhost:52052,
192,1,46,1777151377007610000,1777151377007854000,0.244,OK,1,localhost:52052,localhost:52052,
190,3,48,1777151377007569000,1777151377007857000,0.288,OK,1,localhost:52052,localhost:52052,
194,4,49,1777151377027923000,1777151377028349000,0.426,OK,1,localhost:52052,localhost:52052,
193,3,49,1777151377027934000,1777151377028373000,0.439,OK,1,localhost:52052,localhost:52052,
195,1,47,1777151377027925000,1777151377028373000,0.448,OK,1,localhost:52052,localhost:52052,
198,4,50,1777151377048613000,1777151377050143000,1.530,OK,1,localhost:52052,localhost:52052,
196,3,50,1777151377048595000,1777151377050165000,1.570,OK,1,localhost:52052,localhost:52052,
197,1,48,1777151377048595000,1777151377050169000,1.574,OK,1,localhost:52052,localhost:52052,
199,1,49,1777151377071136000,1777151377071465000,0.329,OK,1,localhost:52052,localhost:52052,
200,1,50,1777151377091571000,1777151377091877000,0.306,OK,1,localhost:52052,localhost:52052,
